0,236,224,215
1,235,223,214
2,234,223,213
3,233,222,212
4,233,221,212
5,232,221,211
6,231,220,210
7,230,219,209
8,229,218,208
9,228,218,207
10,228,217,207
11,227,216,206
12,226,216,205
13,225,215,204
14,224,214,203
15,223,214,202
16,223,213,202
17,222,212,201
18,221,212,200
19,220,211,199
20,219,210,198
21,218,209,197
22,217,209,197
23,217,208,196
24,216,207,195
25,215,207,194
26,214,206,193
27,213,205,192
28,212,205,192
29,212,204,191
30,211,203,190
31,210,202,189
32,209,202,188
33,208,201,187
34,207,200,186
35,206,200,186
36,206,199,185
37,205,198,184
38,204,198,183
39,203,197,182
40,202,196,181
41,201,196,181
42,201,195,180
43,200,194,179
44,199,193,178
45,198,193,177
46,197,192,176
47,196,191,176
48,196,191,175
49,195,190,174
50,194,189,173
51,193,189,172
52,192,188,171
53,191,187,171
54,190,187,170
55,190,186,169
56,189,185,168
57,188,184,167
58,187,184,166
59,186,183,165
60,185,182,165
61,185,182,164
62,184,181,163
63,183,180,162
64,182,180,161
65,181,179,160
66,180,178,160
67,180,177,159
68,179,177,158
69,178,176,157
70,177,175,156
71,176,175,155
72,175,174,155
73,174,173,154
74,174,173,153
75,173,172,152
76,172,171,151
77,171,171,150
78,170,170,150
79,169,169,149
80,169,168,148
81,168,168,147
82,167,167,146
83,166,166,145
84,165,166,145
85,164,165,144
86,163,164,143
87,163,164,142
88,162,163,141
89,161,162,140
90,160,162,139
91,159,161,139
92,158,160,138
93,158,159,137
94,157,159,136
95,156,158,135
96,155,157,134
97,154,157,134
98,153,156,133
99,153,155,132
100,152,155,131
101,151,154,130
102,150,153,129
103,149,153,129
104,148,152,128
105,147,151,127
106,147,150,126
107,146,150,125
108,145,149,124
109,144,148,124
110,143,148,123
111,142,147,122
112,142,146,121
113,141,146,120
114,140,145,119
115,139,144,118
116,138,143,118
117,137,143,117
118,137,142,116
119,136,141,115
120,135,141,114
121,134,140,113
122,133,139,113
123,132,139,112
124,131,138,111
125,131,137,110
126,130,137,109
127,129,136,108
128,128,135,108
129,127,134,107
130,126,134,106
131,126,133,105
132,125,132,104
133,124,132,103
134,123,131,103
135,122,130,102
136,121,130,101
137,120,129,100
138,120,128,99
139,119,128,98
140,118,127,98
141,117,126,97
142,116,125,96
143,115,125,95
144,115,124,94
145,114,123,93
146,113,123,92
147,112,122,92
148,111,121,91
149,110,121,90
150,110,120,89
151,109,119,88
152,108,118,87
153,107,118,87
154,106,117,86
155,105,116,85
156,104,116,84
157,104,115,83
158,103,114,82
159,102,114,82
160,101,113,81
161,100,112,80
162,99,112,79
163,99,111,78
164,98,110,77
165,97,109,77
166,96,109,76
167,95,108,75
168,94,107,74
169,94,107,73
170,93,106,72
171,92,105,71
172,91,105,71
173,90,104,70
174,89,103,69
175,88,103,68
176,88,102,67
177,87,101,66
178,86,100,66
179,85,100,65
180,84,99,64
181,83,98,63
182,83,98,62
183,82,97,61
184,81,96,61
185,80,96,60
186,79,95,59
187,78,94,58
188,77,94,57
189,77,93,56
190,76,92,56
191,75,91,55
192,74,91,54
193,73,90,53
194,72,89,52
195,72,89,51
196,71,88,51
197,70,87,50
198,69,87,49
199,68,86,48
200,67,85,47
201,67,84,46
202,66,84,45
203,65,83,45
204,64,82,44
205,63,82,43
206,62,81,42
207,61,80,41
208,61,80,40
209,60,79,40
210,59,78,39
211,58,78,38
212,57,77,37
213,56,76,36
214,56,75,35
215,55,75,35
216,54,74,34
217,53,73,33
218,52,73,32
219,51,72,31
220,51,71,30
221,50,71,30
222,49,70,29
223,48,69,28
224,47,69,27
225,46,68,26
226,45,67,25
227,45,66,24
228,44,66,24
229,43,65,23
230,42,64,22
231,41,64,21
232,40,63,20
233,40,62,19
234,39,62,19
235,38,61,18
236,37,60,17
237,36,59,16
238,35,59,15
239,34,58,14
240,34,57,14
241,33,57,13
242,32,56,12
243,31,55,11
244,30,55,10
245,29,54,9
246,29,53,9
247,28,53,8
248,27,52,7
249,26,51,6
250,25,50,5
251,24,50,4
252,24,49,4
253,23,48,3
254,22,48,2
255,21,47,1
