0,142,1,82
1,142,1,82
2,142,1,82
3,142,1,82
4,142,1,82
5,142,1,82
6,142,1,82
7,142,1,82
8,142,1,82
9,142,1,82
10,142,1,82
11,142,1,82
12,142,1,82
13,142,1,82
14,142,1,82
15,142,1,82
16,197,27,125
17,197,27,125
18,197,27,125
19,197,27,125
20,197,27,125
21,197,27,125
22,197,27,125
23,197,27,125
24,197,27,125
25,197,27,125
26,197,27,125
27,197,27,125
28,197,27,125
29,222,119,174
30,222,119,174
31,222,119,174
32,222,119,174
33,222,119,174
34,222,119,174
35,222,119,174
36,222,119,174
37,222,119,174
38,222,119,174
39,222,119,174
40,222,119,174
41,241,182,218
42,241,182,218
43,241,182,218
44,241,182,218
45,241,182,218
46,241,182,218
47,241,182,218
48,241,182,218
49,241,182,218
50,241,182,218
51,241,182,218
52,241,182,218
53,241,182,218
54,241,182,218
55,241,182,218
56,241,182,218
57,241,182,218
58,241,182,218
59,241,182,218
60,241,182,218
61,241,182,218
62,241,182,218
63,241,182,218
64,241,182,218
65,241,182,218
66,241,182,218
67,253,224,239
68,253,224,239
69,253,224,239
70,253,224,239
71,253,224,239
72,253,224,239
73,253,224,239
74,253,224,239
75,253,224,239
76,253,224,239
77,253,224,239
78,253,224,239
79,253,224,239
80,253,224,239
81,253,224,239
82,253,224,239
83,253,224,239
84,253,224,239
85,253,224,239
86,253,224,239
87,247,247,247
88,247,247,247
89,247,247,247
90,247,247,247
91,247,247,247
92,247,247,247
93,247,247,247
94,247,247,247
95,247,247,247
96,247,247,247
97,247,247,247
98,247,247,247
99,247,247,247
100,247,247,247
101,247,247,247
102,247,247,247
103,247,247,247
104,247,247,247
105,247,247,247
106,247,247,247
107,247,247,247
108,247,247,247
109,247,247,247
110,230,245,208
111,230,245,208
112,230,245,208
113,230,245,208
114,230,245,208
115,230,245,208
116,230,245,208
117,230,245,208
118,230,245,208
119,230,245,208
120,230,245,208
121,230,245,208
122,230,245,208
123,230,245,208
124,230,245,208
125,230,245,208
126,230,245,208
127,230,245,208
128,230,245,208
129,230,245,208
130,230,245,208
131,184,225,134
132,184,225,134
133,184,225,134
134,184,225,134
135,184,225,134
136,184,225,134
137,184,225,134
138,184,225,134
139,184,225,134
140,184,225,134
141,184,225,134
142,184,225,134
143,184,225,134
144,184,225,134
145,184,225,134
146,184,225,134
147,184,225,134
148,184,225,134
149,184,225,134
150,184,225,134
151,127,188,65
152,127,188,65
153,127,188,65
154,127,188,65
155,127,188,65
156,127,188,65
157,127,188,65
158,127,188,65
159,127,188,65
160,127,188,65
161,127,188,65
162,127,188,65
163,127,188,65
164,127,188,65
165,127,188,65
166,127,188,65
167,127,188,65
168,127,188,65
169,127,188,65
170,127,188,65
171,77,146,33
172,77,146,33
173,77,146,33
174,77,146,33
175,77,146,33
176,77,146,33
177,77,146,33
178,77,146,33
179,77,146,33
180,77,146,33
181,77,146,33
182,77,146,33
183,77,146,33
184,77,146,33
185,77,146,33
186,77,146,33
187,77,146,33
188,77,146,33
189,77,146,33
190,77,146,33
191,77,146,33
192,39,100,25
193,39,100,25
194,39,100,25
195,39,100,25
196,39,100,25
197,39,100,25
198,39,100,25
199,39,100,25
200,39,100,25
201,39,100,25
202,39,100,25
203,39,100,25
204,39,100,25
205,39,100,25
206,39,100,25
207,39,100,25
208,39,100,25
209,39,100,25
210,39,100,25
211,39,100,25
212,39,100,25
213,39,100,25
214,39,100,25
215,39,100,25
216,39,100,25
217,39,100,25
218,39,100,25
219,39,100,25
220,39,100,25
221,39,100,25
222,39,100,25
223,39,100,25
224,39,100,25
225,39,100,25
226,39,100,25
227,39,100,25
228,39,100,25
229,39,100,25
230,39,100,25
231,39,100,25
232,39,100,25
233,39,100,25
234,39,100,25
235,39,100,25
236,39,100,25
237,39,100,25
238,39,100,25
239,39,100,25
240,39,100,25
241,39,100,25
242,39,100,25
243,39,100,25
244,39,100,25
245,39,100,25
246,39,100,25
247,39,100,25
248,39,100,25
249,39,100,25
250,39,100,25
251,39,100,25
252,39,100,25
253,39,100,25
254,39,100,25
255,39,100,25
